,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
231,856,481,626,1035,669,599,284,204,49,2596,2207,22,2563,2045,173,94,427,4282,2808,25,185,213,354,317,182,719,94,1226,1087,41,2355,153,2347,2187,36,80,3587,140,1076,345,4458,157,199,2215,147,1816,72,160,37,4245,558,1639,230,174,185,2575
232,449,652,300,397,588,817,447,144,53,1936,1911,30,1956,1776,85,45,515,3287,2328,0,42,69,110,99,87,1112,112,513,182,20,3020,195,2041,1520,28,63,2654,169,1024,248,3599,246,197,1891,203,1067,82,117,44,3659,188,723,66,88,171,2799
233,370,728,382,530,625,824,284,177,0,1975,1945,7,2390,1499,24,92,263,3565,2080,33,142,148,175,325,144,873,39,783,609,0,2489,227,1838,1772,24,59,2586,82,1252,168,3752,134,210,1521,202,1646,0,111,96,3854,66,1228,425,60,125,2082
234,360,544,228,208,425,516,456,102,28,1370,1497,29,1438,1328,72,7,289,2571,1674,15,48,28,90,53,65,894,81,405,49,0,2332,33,1568,1196,1,69,1945,162,760,164,2703,196,155,1410,132,776,74,94,30,2768,99,541,70,15,124,2117
235,931,909,1050,1256,1034,950,769,184,209,3881,3411,0,4261,2906,125,177,1129,5986,3950,17,210,140,296,469,337,1873,80,2304,1484,64,3360,434,3631,3153,19,55,5249,123,1920,371,6921,538,184,3023,257,2744,304,167,75,6704,588,4216,395,148,153,2380
236,583,1385,518,500,1282,1561,798,393,75,3514,3581,0,3814,3140,141,2,226,6867,4452,7,114,56,115,267,155,1929,53,1472,454,24,5092,201,3804,2865,11,214,4892,469,1734,411,6684,402,324,3265,322,2353,154,221,54,7030,65,2106,496,44,238,4211
237,896,633,795,783,664,768,361,254,8,2645,2517,17,2754,2194,197,38,695,4429,3038,39,241,256,406,280,149,753,99,949,1258,0,2856,303,2275,2451,65,68,3590,391,1181,320,4842,106,65,2399,147,2198,73,104,70,4509,653,1650,446,153,229,2684
238,826,736,787,753,803,996,618,298,39,2905,2951,19,3063,2486,288,118,582,5156,3600,97,316,272,320,422,97,732,79,1497,1240,0,3040,293,2479,2737,28,319,4230,129,1497,397,5459,253,240,2774,153,2129,120,139,48,5286,570,2146,330,203,275,2902
239,593,292,515,962,501,599,311,135,190,2352,1746,0,2350,1678,70,160,946,2992,2104,9,109,133,104,315,185,1139,117,604,705,0,2672,339,1757,1866,32,104,3175,224,699,251,3847,330,190,1737,187,1463,95,53,43,3733,365,882,485,15,226,2490
240,901,778,1905,1413,954,860,450,178,99,3597,3941,66,4751,2588,133,363,1906,5269,3940,57,138,147,675,647,292,1642,159,1163,1348,115,4753,294,3108,3837,130,169,5453,301,1784,363,7175,279,336,2750,400,3180,300,157,136,6771,767,1798,617,166,374,4583
241,409,340,1156,1153,678,667,191,107,0,2387,2314,84,3234,1348,35,13,1663,3025,2089,0,146,212,289,347,276,1342,135,667,805,27,3067,434,1662,2378,147,80,3406,124,1171,239,4462,431,224,1443,235,2114,40,108,106,4315,386,1049,543,151,43,2915
242,515,529,1264,895,729,513,295,0,111,2452,2399,38,3092,1614,107,223,1232,3396,2468,0,140,163,262,433,174,1211,102,855,997,71,2826,337,1780,2482,98,154,3453,265,1133,150,4701,333,262,1764,172,2045,81,138,56,4535,316,1366,321,82,310,2772
243,453,607,274,444,578,572,296,198,35,1815,1642,0,1805,1573,79,4,392,3061,2036,47,47,97,182,112,124,812,59,1274,326,0,1798,143,1738,1435,68,73,2338,217,902,180,3277,156,92,1643,209,1055,125,139,38,3296,161,1793,106,8,182,1368
244,251,211,542,606,389,256,209,54,21,1198,1341,36,1754,730,19,47,489,2003,1136,13,59,140,334,275,130,452,38,433,346,0,1722,258,883,1282,27,89,1990,120,429,133,2406,173,106,771,142,1153,23,111,60,2299,240,644,436,156,108,1195
245,413,369,365,517,378,387,317,218,58,1549,1473,0,1619,1378,25,41,515,2466,1662,13,61,88,150,125,128,795,75,307,375,0,2265,207,1330,1306,48,131,2184,137,701,304,2718,141,72,1389,147,1090,12,105,66,2852,170,645,126,0,127,2124
246,883,1027,739,1013,1077,1056,636,384,119,3585,3349,0,3605,3178,151,87,1269,5578,4196,47,99,171,350,462,345,1264,114,1042,1198,0,4580,472,3039,3080,126,217,5223,248,1463,382,6552,367,286,3308,261,2340,117,178,77,6284,650,2075,540,50,437,3832
247,615,1037,631,392,893,1302,918,430,442,3274,3386,32,3457,2998,173,54,601,6005,4335,0,51,79,195,187,68,1745,145,691,172,0,5652,151,3521,2680,59,249,4995,452,1213,664,5996,481,205,3193,233,1914,185,290,159,6385,275,634,304,143,246,5333
248,730,861,440,432,646,1115,1323,465,180,3078,3114,8,2991,3028,165,35,554,5603,4050,9,101,36,189,242,85,1480,182,564,168,0,5278,161,3430,2226,53,322,4508,324,1360,397,5795,454,182,3190,313,1565,219,210,59,6026,166,512,245,30,176,5229
249,348,389,179,395,311,506,535,263,97,1587,1436,27,1540,1428,28,25,256,2742,1713,0,12,41,125,105,23,1004,74,415,65,7,2462,118,1798,1010,7,90,2307,171,545,228,2795,227,80,1467,52,908,146,104,39,2904,119,295,123,10,117,2478
250,542,1275,583,433,958,1131,1072,453,129,3504,3072,64,3385,3001,126,49,586,5941,4071,30,73,166,115,186,103,1832,332,1209,307,0,4728,251,3577,2559,29,160,4626,226,1724,393,6183,611,268,3182,316,1794,297,82,26,6250,326,1113,725,38,131,4569
251,504,607,442,346,382,862,670,136,86,2079,1956,58,2092,1755,130,7,223,3805,2468,0,50,31,94,165,56,1171,100,411,0,63,3461,135,2158,1652,15,75,2838,287,910,187,3848,455,207,1935,141,882,231,161,23,3884,151,365,243,0,172,3255
252,458,658,333,460,495,522,319,183,8,1726,1710,52,1718,1636,30,54,223,3159,2071,7,52,107,125,302,65,707,104,596,162,29,2545,180,1619,1534,24,79,2354,161,921,82,3354,233,261,1691,152,883,76,131,9,3227,209,393,238,78,267,2460
253,539,533,598,780,745,747,482,144,60,2377,2251,81,2699,1794,54,28,709,3891,2384,47,97,184,422,305,207,982,70,788,623,10,3137,389,2047,2030,29,133,3471,120,1037,191,4437,298,307,1914,354,1443,38,210,64,4183,445,744,518,315,230,2821
254,313,615,257,452,382,746,811,370,134,1938,2142,15,2107,1877,81,0,269,3811,2485,33,66,53,125,174,113,1031,50,447,54,0,3529,116,2368,1486,12,98,3052,157,871,208,3872,164,119,1928,254,1217,250,127,21,3974,106,324,35,7,108,3606
