,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
213,579,838,427,451,980,906,517,112,72,2441,2441,23,2647,2096,116,30,336,4516,2719,27,58,90,214,198,169,1407,81,870,509,24,3398,173,2557,1952,42,158,3390,195,1297,294,4588,275,168,2223,222,1755,135,71,33,4744,138,1386,116,77,212,3091
214,544,843,478,413,821,1101,630,266,95,2720,2471,15,2856,2188,132,0,455,4736,2897,33,40,91,82,284,92,1672,112,953,228,0,3898,185,2838,1970,32,166,3710,189,1292,275,4916,361,135,2288,275,1822,165,118,27,5001,190,1171,123,39,328,3530
215,962,1035,786,1052,1216,1312,728,280,0,3640,3731,49,4304,2683,335,0,597,6774,3957,48,170,136,295,366,159,2240,66,1627,580,0,5098,447,3423,3265,113,123,5046,344,1981,536,6835,402,249,3062,507,2695,236,165,55,6877,494,2286,284,78,114,4609
216,968,1232,693,556,1551,1180,788,400,180,3712,3836,0,3923,3427,198,0,353,7195,4602,46,26,155,224,202,112,2181,79,1873,439,12,5145,355,3899,2966,112,216,5202,352,1994,324,7224,335,169,3590,359,2635,178,231,51,7343,205,2921,451,100,458,3618
217,625,714,712,633,781,938,698,249,193,2843,2700,40,3064,2243,196,74,593,4876,3098,62,257,167,222,357,104,1276,176,943,616,18,3790,370,2592,2421,32,128,4073,199,1271,617,4926,255,300,2426,260,2012,116,137,37,5047,496,1209,539,108,193,3494
218,1157,833,587,884,985,996,610,194,109,3245,3110,13,3449,2746,147,28,538,5789,3777,36,317,358,390,218,153,1106,151,878,1113,44,4169,537,2302,3239,66,211,4534,371,1450,513,5842,205,376,2870,154,2348,157,213,32,5501,854,570,316,599,382,4488
219,428,359,621,444,589,462,180,107,41,1547,1684,0,1935,1226,70,31,808,2392,1682,21,162,185,198,256,124,603,122,665,506,0,1938,367,1357,1409,39,59,2431,61,739,276,2955,171,157,1284,209,1316,39,55,0,2963,268,782,465,176,212,1596
220,777,716,735,533,1009,1147,731,484,363,3323,3172,26,3379,2927,163,26,278,6191,3702,12,68,122,224,319,86,1962,111,1497,507,0,4380,325,3458,2301,0,411,4803,337,1355,548,5947,405,103,3081,315,2142,177,160,112,6154,341,1350,412,122,286,4325
221,225,377,151,103,250,397,233,60,19,1002,813,19,893,874,29,7,130,1678,1116,0,29,55,32,70,30,483,6,206,43,0,1560,27,958,781,23,26,1235,93,487,106,1709,87,60,899,106,494,59,104,6,1760,55,297,47,0,92,1379
222,448,657,280,380,456,760,560,148,93,1920,1862,42,1876,1834,30,10,107,3665,2303,23,22,35,114,97,64,1124,135,426,220,0,3001,120,2080,1494,14,74,2645,208,929,164,3618,176,92,1886,126,1269,160,54,19,3657,125,668,33,0,132,2949
223,391,456,322,472,448,620,356,202,71,1568,1770,19,1906,1327,86,53,180,3105,1835,12,53,67,294,168,54,855,118,475,283,19,2443,244,1752,1250,7,85,2418,171,749,232,3106,143,175,1416,106,1340,70,73,15,3154,184,422,67,127,93,2629
224,1341,587,766,1226,963,670,506,206,48,3187,3126,19,3432,2680,182,86,1027,5200,3679,6,136,225,544,538,159,1026,134,1005,934,32,4208,403,2505,3246,92,67,4774,134,1405,333,5980,245,203,2866,287,2510,82,74,46,5624,689,1531,1056,135,461,3130
225,1007,633,942,1295,1214,731,508,127,92,3376,3173,77,3845,2374,253,12,708,5829,3636,22,221,324,446,490,221,1189,128,1452,763,0,4206,459,2785,3031,156,118,4811,405,1333,325,6224,353,263,2681,421,2420,128,227,56,5731,818,1675,381,168,424,3901
226,110,196,344,405,232,177,135,15,19,811,822,20,1086,479,48,34,716,883,810,4,31,100,187,175,54,272,59,321,294,5,954,87,646,781,78,41,1261,24,348,142,1491,49,94,551,99,771,9,16,44,1364,269,577,242,76,148,590
227,950,1415,765,1090,1227,1189,516,219,140,3631,3880,0,4132,3258,121,0,1041,6470,4723,24,128,365,368,486,183,1234,67,1636,1481,10,4317,223,3279,3579,141,289,5294,302,1915,390,7121,417,397,3343,332,2707,187,78,50,6340,1171,2139,726,294,138,4214
228,458,343,709,522,422,719,282,68,28,1926,1625,31,2203,1231,86,22,570,2959,1790,42,152,220,217,216,54,860,89,596,670,0,2196,263,1505,1659,29,95,2571,206,774,261,3290,167,147,1354,188,1446,98,96,55,3223,328,1145,372,103,174,1757
229,664,493,642,861,755,503,370,189,77,2333,2221,0,2768,1691,95,155,587,3812,2657,8,185,269,307,349,68,711,49,1162,1311,20,2012,318,1814,2150,34,238,3537,81,936,331,4223,128,238,1768,212,2009,67,114,18,3765,789,1560,603,238,197,1956
230,755,472,474,884,959,874,292,271,46,2718,2309,8,2883,2035,101,48,1059,3920,2648,14,141,321,260,453,208,982,72,874,911,7,3163,413,2321,2080,55,158,3802,157,1068,451,4576,292,282,2123,200,1762,81,203,84,4664,363,1335,379,522,578,2213
231,881,449,616,990,661,632,292,221,61,2620,2183,22,2533,2086,162,91,396,4316,2747,17,204,206,335,329,197,768,85,1223,1054,43,2398,141,2382,2162,34,84,3600,138,1065,357,4446,168,204,2257,167,1762,73,142,30,4281,522,1600,238,171,177,2617
232,474,635,319,370,582,812,451,135,69,1914,1933,31,1947,1778,91,39,511,3297,2219,0,55,94,106,105,115,1153,112,528,169,22,3016,171,2018,1553,36,69,2613,200,1034,225,3622,257,206,1877,215,1057,80,110,45,3658,189,692,65,88,201,2801
233,387,716,384,517,644,825,281,166,0,1974,1946,6,2381,1510,23,87,243,3590,2012,28,157,147,197,318,147,914,32,786,585,0,2517,228,1844,1774,27,47,2606,86,1228,166,3754,151,201,1514,192,1651,0,114,97,3847,73,1207,456,52,151,2054
234,367,508,237,195,447,509,443,128,33,1384,1483,26,1471,1311,59,11,263,2593,1644,10,76,27,76,74,62,898,91,403,55,0,2318,49,1550,1191,0,77,1964,152,751,160,2707,201,163,1379,142,761,89,107,25,2769,98,525,75,18,115,2134
235,961,900,1014,1255,1025,984,798,167,188,3842,3450,0,4284,2881,127,181,1075,6036,3907,23,218,154,286,447,338,1919,84,2248,1439,64,3457,417,3686,3120,21,48,5295,121,1876,306,6986,556,197,2979,267,2728,305,176,84,6734,558,4068,415,145,187,2477
236,639,1354,484,502,1298,1529,823,384,82,3454,3641,0,3797,3152,146,1,209,6885,4333,7,122,62,129,289,146,2007,41,1416,471,23,5144,204,3765,2906,6,214,4924,469,1702,434,6661,431,323,3253,326,2310,173,236,43,7024,71,2081,489,53,227,4245
237,931,638,809,730,691,749,346,251,17,2664,2498,15,2685,2252,210,35,710,4417,3042,48,240,259,358,301,132,782,104,899,1265,0,2894,301,2285,2455,54,67,3557,393,1212,365,4797,124,49,2451,156,2118,77,107,80,4529,633,1597,451,152,233,2729
238,862,687,794,740,780,1037,637,280,39,2877,2979,19,3104,2471,262,108,588,5160,3531,119,321,254,346,427,97,761,72,1508,1223,0,3053,271,2555,2711,15,304,4238,111,1507,383,5473,268,256,2744,168,2127,121,123,49,5313,543,2139,332,200,253,2932
239,625,288,536,964,495,562,316,130,182,2364,1734,0,2352,1668,78,144,904,3050,2079,7,108,130,106,334,183,1151,102,627,685,0,2684,326,1768,1857,30,117,3176,221,701,272,3826,363,182,1706,207,1439,96,75,30,3738,360,893,477,9,237,2482
240,957,739,1901,1393,951,802,501,204,90,3658,3880,75,4763,2581,119,362,1909,5267,3884,55,142,159,684,648,295,1671,133,1172,1338,119,4776,311,3105,3819,118,185,5485,307,1746,318,7220,289,324,2759,387,3182,303,161,133,6774,764,1778,658,158,367,4577
241,423,355,1138,1126,719,612,215,113,0,2337,2364,77,3208,1374,42,8,1658,3035,2091,0,140,240,270,330,245,1385,149,680,803,26,3043,430,1681,2366,141,83,3386,112,1203,239,4462,448,221,1468,215,2085,48,97,119,4342,359,1082,551,145,34,2889
242,512,531,1241,882,753,525,307,0,100,2495,2356,41,3082,1601,127,240,1213,3398,2433,0,150,162,267,424,164,1251,103,864,966,80,2838,331,1802,2468,96,154,3459,259,1133,137,4714,355,262,1719,165,2056,95,144,55,4528,323,1353,334,96,294,2774
243,460,622,257,430,575,580,306,183,44,1842,1615,0,1799,1590,68,4,352,3101,2037,61,47,80,161,134,126,811,51,1245,316,0,1845,156,1716,1440,69,76,2317,209,931,207,3250,142,124,1649,196,1050,115,145,36,3322,135,1741,104,11,185,1416
244,260,232,513,612,392,258,201,59,12,1201,1338,39,1705,773,22,50,499,1990,1147,18,69,154,313,265,119,454,40,454,341,0,1704,235,860,1322,37,85,1961,115,463,128,2411,171,111,816,131,1134,18,102,56,2296,243,689,408,157,105,1180
245,418,370,358,505,410,360,320,213,68,1568,1454,0,1598,1403,21,31,483,2508,1629,19,66,111,141,129,111,816,63,305,371,0,2283,207,1328,1309,41,137,2162,143,717,269,2753,155,78,1373,167,1083,6,97,63,2869,153,653,134,0,128,2107
246,901,1012,769,971,1118,1001,672,365,125,3534,3400,0,3666,3108,160,81,1209,5644,4060,54,105,181,368,463,334,1369,132,1017,1156,0,4629,473,3014,3098,127,222,5239,244,1451,353,6581,390,313,3235,264,2335,123,198,76,6278,656,2041,554,38,453,3848
247,580,1060,636,417,918,1319,901,414,415,3337,3323,38,3507,2958,157,56,645,5959,4138,0,58,104,207,209,65,1879,145,684,166,0,5665,173,3495,2691,58,243,4997,481,1182,650,6010,518,225,3139,251,1906,171,291,159,6391,269,603,322,149,269,5317
248,740,833,444,437,677,1088,1308,464,201,3070,3122,7,2995,3005,185,31,566,5595,3967,4,129,64,166,244,95,1523,184,600,177,0,5231,164,3418,2253,43,314,4518,326,1348,398,5794,434,202,3127,303,1636,205,228,57,6025,167,539,275,34,181,5163
249,370,398,174,385,326,509,504,281,76,1563,1460,26,1539,1426,32,14,254,2755,1707,0,13,38,136,106,40,983,65,448,57,3,2450,113,1805,1018,8,79,2298,158,567,234,2789,231,93,1477,61,876,131,116,38,2904,119,316,109,11,117,2470
250,615,1212,587,429,950,1104,1056,492,131,3423,3153,72,3326,3041,137,51,635,5890,3970,17,84,177,108,186,114,1920,313,1161,346,0,4756,243,3569,2590,29,145,4660,225,1691,413,6163,593,262,3222,317,1780,283,88,31,6232,344,1084,712,43,153,4584
251,529,596,417,364,387,884,615,156,87,2070,1965,60,2080,1759,136,10,212,3813,2422,0,52,29,102,162,51,1217,99,423,0,66,3447,132,2185,1618,19,81,2839,327,869,192,3843,457,220,1920,150,898,234,137,19,3903,132,374,245,0,164,3252
252,453,621,346,471,521,474,350,190,10,1740,1696,46,1806,1553,31,61,217,3158,1983,22,58,138,113,299,80,743,90,592,166,23,2565,178,1657,1501,32,68,2451,157,828,83,3353,243,263,1610,158,936,73,141,12,3222,214,421,233,76,248,2458
253,598,500,628,767,746,702,477,150,60,2370,2258,85,2646,1838,59,37,708,3883,2347,46,111,197,411,297,169,1050,66,767,615,10,3170,371,2013,2086,26,132,3409,136,1083,183,4445,319,281,1959,330,1444,42,196,57,4177,451,710,529,319,232,2838
254,347,569,275,484,384,751,751,370,149,2023,2057,13,2139,1863,65,0,266,3814,2353,46,73,71,130,165,118,1124,41,439,48,0,3552,107,2339,1515,9,110,3104,143,833,191,3889,176,104,1929,251,1228,235,129,28,3966,114,319,33,4,129,3595
