,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
205,327,248,468,491,281,226,224,117,21,1188,1215,16,1424,898,65,53,684,1666,1467,11,99,146,74,149,63,394,36,328,509,0,1530,293,792,1216,55,47,1841,46,516,269,2134,69,78,979,132,1021,46,70,8,2018,385,299,292,148,186,1478
206,299,214,497,920,581,372,445,255,186,2021,1748,0,2453,1291,25,23,888,2858,1920,0,19,99,177,230,132,1192,87,517,482,24,2659,364,1529,1604,144,128,3165,140,464,374,3395,192,107,1316,233,1730,52,139,0,3635,134,462,183,44,135,2945
207,357,157,617,856,570,573,625,310,241,2211,2095,45,2659,1592,10,138,1374,2794,2062,0,41,62,163,212,220,1546,45,635,238,0,3388,389,2007,1658,91,161,3842,185,279,345,3961,227,98,1647,132,1835,207,143,17,4146,160,408,186,6,51,3655
208,601,282,434,665,807,639,635,579,179,2611,2210,42,2803,1911,65,39,477,4305,2612,35,52,126,155,116,277,1448,77,779,335,12,3618,568,2161,1803,0,289,3847,272,702,245,4576,444,161,2018,217,1643,90,219,29,4692,129,476,114,50,326,3855
209,788,548,787,932,663,486,258,121,32,2342,2273,0,2635,1837,143,192,798,3625,2843,0,261,309,283,286,121,512,84,1013,916,70,2532,440,1556,2400,95,124,3268,203,1144,173,4442,159,128,1980,210,1961,9,148,20,3782,833,423,1314,230,138,2510
210,311,272,376,656,476,500,457,343,98,1825,1664,8,2162,1300,19,27,595,2867,1836,7,35,58,132,359,110,952,41,256,106,8,3078,430,1421,1415,54,169,2794,79,616,216,3273,246,132,1327,168,1273,103,138,102,3449,40,271,87,54,162,2915
211,332,340,106,156,407,384,317,190,60,1152,1140,0,1151,1074,67,13,146,2133,1477,5,10,21,42,48,42,647,56,265,73,0,1898,61,1311,851,16,53,1624,131,537,167,2125,121,44,1141,101,706,65,102,12,2263,29,261,21,11,73,1926
212,1848,1054,1920,2338,1516,803,626,109,15,4946,5283,103,6042,3799,285,167,3013,7049,5156,18,372,321,824,705,412,2421,141,1871,2860,99,5258,568,4062,5261,153,185,7605,585,2039,579,9650,495,167,4187,701,4230,190,155,104,9205,1024,4012,2062,99,232,3824
213,324,492,257,439,436,525,346,102,20,1419,1522,9,1758,1144,30,0,207,2734,1697,19,13,70,78,108,75,881,126,472,384,0,1959,158,1568,1163,28,24,2127,94,720,124,2817,142,110,1183,201,1163,28,84,30,2873,68,624,17,24,124,2152
214,594,865,430,405,1010,866,541,105,66,2444,2438,18,2573,2153,138,28,311,4543,2934,20,49,80,212,160,135,1292,81,912,532,18,3339,162,2535,1994,40,151,3344,201,1337,311,4571,237,168,2309,220,1712,141,64,31,4742,140,1426,119,75,217,3045
215,528,899,470,376,839,1129,637,232,81,2720,2471,10,2830,2198,153,0,420,4771,3044,37,29,74,79,274,94,1560,109,963,231,0,3888,176,2866,1973,32,144,3706,192,1293,268,4923,346,132,2361,257,1778,170,126,21,5013,178,1206,126,42,324,3493
216,981,1097,761,1024,1219,1287,744,258,0,3649,3722,51,4204,2771,345,0,548,6823,4163,38,184,116,250,330,140,2150,57,1630,574,0,5110,449,3366,3313,122,121,5017,319,2035,568,6803,369,268,3167,495,2659,229,151,33,6863,508,2352,290,74,99,4556
217,968,1268,688,521,1547,1172,794,406,184,3681,3867,0,3889,3464,195,0,329,7219,4731,32,18,148,199,187,92,2141,79,1877,448,9,5135,355,3869,2975,118,231,5158,365,2025,295,7253,367,147,3659,376,2539,173,236,51,7324,224,3035,461,85,470,3497
218,591,730,726,630,765,959,714,226,202,2853,2690,37,3080,2240,186,59,563,4921,3291,53,246,148,219,353,101,1132,174,973,600,27,3769,375,2592,2413,35,128,4085,191,1267,663,4880,238,291,2463,246,2013,122,133,37,5012,531,1263,545,97,200,3438
219,1129,843,607,881,1001,1009,622,162,101,3208,3147,10,3479,2723,143,27,506,5822,3877,29,325,375,382,207,168,992,142,864,1158,32,4159,557,2247,3276,66,209,4522,362,1471,506,5849,178,380,2876,155,2366,159,212,29,5473,882,540,313,614,378,4510
220,416,340,689,425,626,443,172,84,36,1542,1689,0,1994,1172,65,29,844,2358,1719,13,158,204,200,233,128,576,132,635,528,0,1936,384,1323,1418,37,69,2440,62,729,254,2977,175,174,1237,229,1307,41,68,0,2932,299,796,488,182,222,1543
221,762,729,729,455,1028,1181,746,475,390,3320,3175,15,3305,3011,164,26,219,6250,3921,12,70,104,201,296,73,1818,96,1556,486,0,4357,298,3506,2254,0,437,4789,331,1375,566,5929,389,94,3190,280,2093,184,155,110,6140,355,1405,405,105,301,4279
222,207,365,153,97,231,430,258,56,18,963,852,16,930,831,38,8,118,1689,1151,0,18,54,32,60,28,472,5,221,36,0,1553,38,1020,717,17,23,1271,91,453,90,1725,89,52,885,101,499,70,114,5,1767,48,283,51,0,90,1391
223,427,683,287,374,452,768,593,124,74,1950,1832,40,1874,1840,28,10,87,3685,2468,28,11,28,96,86,58,1007,133,405,199,0,3045,109,2102,1485,18,68,2645,200,937,166,3616,151,87,1908,139,1268,144,66,19,3664,118,648,30,0,130,2974
224,424,431,338,467,454,581,385,199,59,1560,1778,23,1901,1337,77,57,153,3128,1914,8,53,58,305,164,51,785,121,515,285,12,2405,267,1732,1252,8,79,2422,185,731,241,3097,142,161,1437,96,1325,81,70,26,3131,207,422,63,123,98,2632
225,1341,601,785,1258,959,635,503,193,38,3205,3108,18,3447,2668,180,91,1007,5215,3780,7,128,222,566,531,148,931,114,1002,934,30,4233,412,2427,3310,86,78,4772,135,1406,333,5980,238,203,2866,295,2503,77,69,62,5628,685,1530,1110,131,484,3058
226,997,658,1017,1291,1218,694,498,94,82,3350,3199,78,3836,2384,251,21,667,5861,3748,17,232,336,454,497,217,1048,124,1422,775,0,4228,454,2708,3124,149,114,4776,406,1367,335,6214,334,274,2713,416,2423,114,221,54,5699,850,1705,368,176,422,3878
227,120,183,339,410,250,177,120,22,12,771,862,26,1050,502,55,29,750,854,836,5,37,89,162,171,57,276,63,318,324,5,923,98,626,789,80,40,1264,16,353,130,1503,47,93,583,96,748,5,21,40,1334,299,568,239,86,174,566
228,946,1423,785,1092,1268,1169,529,175,124,3659,3852,0,4184,3200,127,0,984,6527,4829,20,130,367,405,493,179,1088,62,1645,1520,13,4271,213,3258,3595,137,308,5281,310,1920,366,7145,407,414,3327,319,2747,182,77,38,6307,1204,2193,756,304,132,4126
229,468,357,761,510,430,666,266,68,25,1891,1660,37,2162,1261,91,18,539,2994,1852,42,162,191,195,205,52,852,92,604,709,0,2146,274,1428,1723,34,92,2557,205,789,263,3288,145,141,1389,180,1456,99,91,50,3205,346,1220,381,91,182,1677
230,680,483,664,904,748,487,358,164,66,2296,2258,0,2790,1665,99,165,595,3794,2716,9,177,279,285,343,76,669,42,1165,1346,15,1986,309,1758,2221,31,235,3541,75,938,329,4225,118,232,1764,210,2018,72,124,16,3719,835,1574,639,248,195,1898
231,789,469,456,913,1000,851,276,240,33,2672,2355,9,2840,2081,97,38,1087,3902,2702,13,144,308,251,465,190,954,78,871,895,11,3172,428,2293,2104,53,149,3783,165,1079,438,4589,284,281,2187,196,1713,75,191,100,4653,374,1382,347,554,603,2141
232,869,475,651,1013,673,597,291,186,48,2605,2198,19,2556,2059,169,97,382,4324,2860,17,199,206,348,307,185,681,86,1254,1075,36,2352,140,2355,2197,36,75,3584,145,1074,338,4465,145,213,2247,166,1770,75,155,32,4249,554,1671,247,181,170,2534
233,472,659,319,359,577,812,461,127,61,1923,1924,31,1894,1835,87,40,521,3286,2404,0,44,68,86,89,91,1065,106,510,162,20,3049,179,2034,1544,27,63,2625,185,1037,237,3610,241,202,1953,206,1004,85,113,43,3645,202,736,55,88,184,2784
234,386,734,384,515,655,810,278,158,0,1980,1940,8,2382,1510,20,84,205,3631,2086,28,137,153,183,340,157,836,32,780,605,0,2503,232,1815,1799,19,55,2580,72,1268,158,3762,126,211,1538,209,1631,0,113,92,3856,64,1270,438,51,145,2016
235,339,527,233,200,447,533,465,100,23,1336,1531,29,1461,1313,64,9,253,2605,1728,15,60,28,72,55,68,841,78,404,49,0,2336,45,1604,1151,1,66,1978,164,725,148,2719,197,157,1406,137,752,96,97,25,2763,104,541,61,14,114,2137
236,951,881,1054,1254,1068,935,780,171,198,3863,3429,0,4262,2909,121,185,1078,6029,4003,13,207,150,298,448,344,1829,73,2339,1484,56,3340,418,3680,3134,15,45,5274,115,1903,331,6961,557,184,3030,263,2708,307,169,74,6698,594,4287,394,152,161,2298
237,605,1373,507,466,1307,1570,819,386,62,3476,3619,0,3803,3149,143,1,194,6900,4508,5,109,54,109,252,148,1910,43,1461,449,23,5119,180,3838,2863,6,208,4889,482,1724,408,6687,417,325,3292,336,2296,157,222,50,7024,71,2116,496,45,234,4204
238,907,637,816,778,686,734,363,230,11,2661,2501,20,2727,2215,200,37,670,4455,3097,35,240,257,408,276,154,695,100,933,1289,0,2840,305,2275,2451,67,64,3604,388,1170,321,4841,95,53,2435,149,2187,73,105,65,4500,662,1668,452,150,223,2669
239,803,716,786,760,822,1025,638,270,36,2885,2971,17,3109,2459,271,119,542,5195,3645,97,335,265,342,424,96,652,75,1541,1263,0,2977,278,2538,2706,17,317,4271,118,1467,398,5458,245,241,2747,153,2152,125,139,54,5274,582,2214,323,207,258,2854
240,616,276,553,989,517,518,323,123,183,2358,1740,0,2354,1669,75,158,945,2995,2126,7,111,114,101,322,184,1133,109,619,717,0,2653,342,1727,1894,27,108,3184,229,685,251,3847,362,189,1744,202,1402,98,64,37,3709,389,930,499,10,234,2425
241,890,762,1962,1422,968,813,471,173,77,3577,3961,64,4821,2525,128,361,1932,5245,4001,47,131,133,699,663,287,1577,129,1165,1344,123,4777,299,3083,3855,131,170,5481,302,1755,322,7216,273,325,2717,393,3227,303,155,145,6774,764,1804,644,155,369,4566
242,405,328,1196,1191,699,606,183,93,0,2365,2336,75,3262,1332,32,13,1728,2960,2131,0,155,209,285,344,273,1304,137,673,814,28,3049,439,1628,2405,154,75,3407,111,1183,226,4475,454,229,1439,223,2084,44,110,118,4307,394,1094,554,147,37,2869
243,518,532,1294,888,754,481,279,0,105,2447,2404,40,3068,1634,109,236,1225,3390,2545,0,140,148,263,420,174,1161,92,848,1017,72,2822,330,1773,2494,104,150,3457,262,1132,139,4712,338,269,1783,163,2028,73,139,58,4526,325,1403,324,79,315,2730
244,434,616,269,438,606,565,306,187,36,1808,1649,0,1808,1579,70,3,366,3088,2098,53,50,89,173,115,124,755,49,1331,322,0,1755,145,1747,1418,68,79,2342,213,902,190,3267,149,105,1649,207,1029,125,150,43,3310,147,1857,91,7,174,1328
245,267,210,547,608,399,233,208,53,14,1187,1352,32,1758,732,17,45,502,1992,1149,14,58,150,361,270,123,414,40,444,344,0,1711,258,845,1327,32,77,1983,114,442,113,2426,156,112,781,138,1156,23,118,55,2277,262,669,446,163,111,1150
246,426,351,382,521,400,338,341,210,53,1552,1470,0,1607,1398,17,29,496,2497,1697,13,56,96,150,115,118,777,71,309,371,0,2271,208,1309,1323,46,136,2187,144,691,285,2737,145,76,1415,154,1051,13,103,65,2846,176,689,127,0,125,2081
247,897,1033,793,971,1103,1016,649,362,110,3552,3382,0,3621,3162,151,77,1241,5616,4228,43,94,171,355,465,353,1225,116,1036,1178,0,4604,477,2986,3118,126,227,5214,236,1484,358,6576,364,296,3313,246,2336,117,190,72,6268,666,2093,540,39,469,3793
248,598,1065,656,374,893,1293,921,399,461,3294,3366,32,3431,3025,172,49,573,6038,4379,0,43,79,184,192,65,1718,143,670,149,0,5698,152,3487,2711,54,256,4991,475,1194,673,5987,487,207,3229,240,1838,179,308,172,6382,278,616,318,146,257,5323
249,735,868,418,407,650,1100,1364,471,179,3057,3135,8,2958,3057,169,31,489,5672,4116,4,110,42,175,228,86,1431,176,539,149,0,5328,152,3452,2230,46,312,4505,340,1347,394,5798,442,189,3234,302,1515,226,216,68,6034,158,494,243,29,176,5250
250,352,399,184,404,314,491,554,252,73,1570,1453,28,1533,1426,36,13,245,2765,1774,0,15,34,127,99,21,953,70,425,52,6,2470,116,1790,1018,6,93,2324,166,533,221,2802,227,88,1490,55,876,141,105,41,2901,122,293,104,8,118,2500
251,550,1271,579,400,959,1134,1086,472,125,3476,3100,76,3348,3021,131,40,560,5976,4134,17,70,169,102,172,95,1817,330,1184,301,0,4761,250,3605,2548,18,155,4657,221,1698,378,6198,620,265,3228,316,1741,307,75,24,6243,333,1074,732,31,132,4607
252,488,603,448,332,379,889,689,129,78,2058,1977,59,2101,1750,125,7,187,3841,2551,0,48,29,88,153,49,1117,101,415,0,56,3463,127,2196,1622,18,72,2849,299,887,193,3842,464,205,1934,147,858,249,159,19,3892,143,372,234,0,167,3262
253,449,673,345,455,521,493,321,171,8,1716,1720,43,1745,1617,31,62,203,3171,2108,13,56,114,116,305,76,648,86,611,139,32,2568,181,1613,1545,29,68,2379,155,902,79,3357,221,271,1691,160,877,71,135,10,3219,217,410,238,77,270,2441
254,565,532,635,765,780,674,489,129,59,2367,2261,87,2670,1811,60,28,692,3908,2427,42,101,184,424,277,207,966,64,769,616,9,3170,400,2011,2068,25,124,3432,131,1065,173,4455,318,307,1958,352,1401,34,199,59,4176,452,713,531,326,236,2822
255,322,599,268,436,381,742,823,372,137,1954,2126,13,2118,1878,71,0,243,3837,2492,30,63,59,137,171,109,1019,42,431,37,0,3570,106,2377,1485,8,104,3082,163,835,201,3879,161,115,1962,263,1175,259,125,20,3980,100,289,29,7,115,3640
